displayName,__typename,TxCodeGroup.groupName,TxCodePrice.supplyPrice,TxCodePrice.taxItemType
산소공급_12시간_입원중,TxCode,처치비,40910,2
산소공급_24시간_입원중,TxCode,처치비,59091,2
인공호흡기_6시간_10kg,TxCode,처치비,109091,2
인공호흡기_12시간_10kg,TxCode,처치비,181819,2
인공호흡기_24시간_10kg,TxCode,처치비,318182,2
네블라이저_외래,TxCode,처치비,10000,2
네블라이저_입원중,TxCode,처치비,5000,2
항암피하주사 처치비,TxCode,처치비,33000,2
항암혈관주사 처치비,TxCode,처치비,55000,2
수혈_기본처치(주사 및 마이크론 필터),TxCode,처치비,81819,2
흡입마취_Isoflurane_20kg,TxCode,처치비,118182,2
주사마취_20kg,TxCode,처치비,50000,2
목욕_처치목적_20kg,TxCode,처치비,33000,2
미용_처치목적_20kg,TxCode,처치비,66000,2
미용 및 목욕_처치목적_20kg,TxCode,처치비,99000,2
관장_20kg,TxCode,처치비,130000,2
위내가스 및 액체제거_식도튜브사용_20kg,TxCode,처치비,40000,2
드레싱_A_20kg,TxCode,처치비,21819,2
드레싱_B_20kg,TxCode,처치비,32728,2
드레싱_C_20kg,TxCode,처치비,43637,2
드레싱_로버트존스_20kg,TxCode,처치비,30000,2
드레싱_토마스스플린트_20kg,TxCode,처치비,30000,2
드레싱_발포슬링(Valpeau sling)_20kg,TxCode,처치비,40000,2
창상세척_경증_20kg,TxCode,처치비,44000,2
창상세척_중증_20kg,TxCode,처치비,77000,2
"흉강천자(흉수,기흉)_초음파유도_20kg",TxCode,처치비,200000,2
신장천자(수신증)_초음파유도_20kg,TxCode,처치비,59091,2
심낭수천자_초음파유도_20kg,TxCode,처치비,190910,2
"위천자(GDV,위내가스)_초음파유도_20kg",TxCode,처치비,113637,2
"구토요법_구토제주사(카테터,주사비포함)_20kg",TxCode,처치비,100000,2
구토요법_과산화수소_20kg,TxCode,처치비,109091,2
"응급처치_CPR_응급약물,인공호흡기_20kg",TxCode,처치비,81819,2
처치_일반A_20kg,TxCode,처치비,22000,2
처치_일반B_20kg,TxCode,처치비,33000,2
처치_일반C_20kg,TxCode,처치비,44000,2
처치_특수A_20kg,TxCode,처치비,66000,2
처치_특수B_20kg,TxCode,처치비,88000,2
처치_특수C_20kg,TxCode,처치비,110000,2
기관폐포세척(Bronchoalveolar Lavage)_20kg,TxCode,처치비,165000,2
음압치료기장착_창상육아조직생성유도_20kg,TxCode,처치비,528000,2
인공호흡기_6시간_20kg,TxCode,처치비,124546,2
인공호흡기_12시간_20kg,TxCode,처치비,237637,2
인공호흡기_24시간_20kg,TxCode,처치비,475273,2
흡입마취_Isoflurane_30kg,TxCode,처치비,154546,2
주사마취_30kg,TxCode,처치비,60000,2
목욕_처치목적_30kg,TxCode,처치비,44000,2
미용_처치목적_30kg,TxCode,처치비,96800,2
CT_기본촬영_10kg,TxCode,영상_10kg,372728,2
CT_부위추가_10kg,TxCode,영상_10kg,145455,2
CT_조영제 추가_10kg,TxCode,영상_10kg,100000,2
MRI_기본 및 조영 촬영_10kg,TxCode,영상_10kg,563637,2
MRI_부위 추가_10kg,TxCode,영상_10kg,245455,2
CT+MRI_기본촬영 (CT조영미포함)_10kg,TxCode,영상_10kg,818182,2
뇌척수액 천자 및 세포 검사,TxCode,영상_10kg,109091,2
뇌척수액 PCR 검사(추가),TxCode,영상_10kg,118182,2
PARR,TxCode,영상_10kg,118182,2
"MRI,CT 판독료_타병원 촬영시",TxCode,영상_10kg,50000,2
초음파_임신진단_20kg,TxCode,영상_20kg,68182,2
CT_기본촬영_20kg,TxCode,영상_20kg,427273,2
CT_부위추가_20kg,TxCode,영상_20kg,190910,2
MRI_기본 및 조영 촬영_20kg,TxCode,영상_20kg,627273,2
MRI_부위 추가_20kg,TxCode,영상_20kg,290910,2
CT+MRI_기본촬영 (CT조영미포함)_20kg,TxCode,영상_20kg,927273,2
CT_조영제 추가_20kg,TxCode,영상_20kg,118182,2
CT_기본촬영_30kg,TxCode,영상_30kg,481819,2
CT_부위추가_30kg,TxCode,영상_30kg,236364,2
MRI_기본 및 조영 촬영_30kg,TxCode,영상_30kg,690910,2
MRI_부위 추가_30kg,TxCode,영상_30kg,336364,2
CT+MRI_기본촬영 (CT조영미포함)_30kg,TxCode,영상_30kg,1036364,2
CT_조영제 추가_30kg,TxCode,영상_30kg,136364,2
CT_기본촬영_40kg,TxCode,영상_40kg,536364,2
CT_부위추가_40kg,TxCode,영상_40kg,281819,2
MRI_기본 및 조영 촬영_40kg,TxCode,영상_40kg,754546,2
MRI_부위 추가_40kg,TxCode,영상_40kg,381819,2
CT+MRI_기본촬영 (CT조영미포함)_40kg,TxCode,영상_40kg,1145455,2
CT_조영제 추가_40kg,TxCode,영상_40kg,154546,2
CT_기본촬영_50kg,TxCode,영상_50kg,590910,2
CT_부위추가_50kg,TxCode,영상_50kg,327273,2
MRI_기본 및 조영 촬영_50kg,TxCode,영상_50kg,818182,2
MRI_부위 추가_50kg,TxCode,영상_50kg,427273,2
CT+MRI_기본촬영 (CT조영미포함)_50kg,TxCode,영상_50kg,1254546,2
CT_조영제 추가_50kg,TxCode,영상_50kg,172728,2
세포검사FNA(1부위)_IDEXX,TxCode,외부의뢰,118182,2
엽산(Folic acid)_KVL_혈청1ml,TxCode,외부의뢰,50000,2
엽산(Folic acid)_KVL_혈청2ml,TxCode,외부의뢰,85455,2
코발라민(VitB12)_KVL_혈청1ml,TxCode,외부의뢰,50000,2
트로포닌 I(Troponin I)_KVL_혈청1ml,TxCode,외부의뢰,60000,2
결석성분분석_KVL,TxCode,외부의뢰,80000,2
방광암항원검사(Bladder Tumor Antigen)_Antech_소변2ml,TxCode,외부의뢰,218182,2
"방광암,전립선암검사(TCC,UC)_Antect_소변40ml",TxCode,외부의뢰,600000,2
뇨코티솔크레아티닌비율(UCCR)_KVL_소변5ml,TxCode,외부의뢰,60000,2
"갑상샘호르몬(T4,total)_KVL_혈청1ml",TxCode,외부의뢰,50000,2
갑상샘호르몬(T3)_KVL_혈청1ml,TxCode,외부의뢰,50000,2
활성갑상샘호르몬(FreeT4)_KVL_혈청1ml,TxCode,외부의뢰,50000,2
갑상샘자극호르몬(TSH)_KVL_혈청1ml,TxCode,외부의뢰,50000,2
"갑상샘패널1(FreeT4,TSH)_KVL_혈청1ml",TxCode,외부의뢰,81819,2
"갑상샘패널2(FreeT4,T4,TSH)_KVL_혈청1ml",TxCode,외부의뢰,118182,2
미용 및 목욕_처치목적_30kg,TxCode,처치비,132000,2
항문낭세척_20kg,TxCode,처치비,30000,2
위내가스 및 액체제거_식도튜브사용_30kg,TxCode,처치비,50000,2
관장_30kg,TxCode,처치비,165000,2
드레싱_A_30kg,TxCode,처치비,32728,2
드레싱_B_30kg,TxCode,처치비,43637,2
드레싱_C_30kg,TxCode,처치비,54546,2
드레싱_로버트존스_30kg,TxCode,처치비,40000,2
드레싱_토마스스플린트_30kg,TxCode,처치비,40000,2
드레싱_발포슬링(Valpeau sling)_30kg,TxCode,처치비,50000,2
창상세척_경증_30kg,TxCode,처치비,55000,2
창상세척_중증_30kg,TxCode,처치비,88000,2
"흉강천자(흉수,기흉)_초음파유도_30kg",TxCode,처치비,254546,2
신장천자(수신증)_초음파유도_30kg,TxCode,처치비,72728,2
심낭수천자_초음파유도_30kg,TxCode,처치비,218182,2
"위천자(GDV,위내가스)_초음파유도_30kg",TxCode,처치비,136364,2
"구토요법_구토제주사(카테터,주사비포함)_30kg",TxCode,처치비,118182,2
구토요법_과산화수소_30kg,TxCode,처치비,127273,2
"응급처치_CPR_응급약물,인공호흡기_30kg",TxCode,처치비,90910,2
처치_일반A_30kg,TxCode,처치비,33000,2
처치_일반B_30kg,TxCode,처치비,44000,2
처치_일반C_30kg,TxCode,처치비,90910,2
처치_특수A_30kg,TxCode,처치비,77000,2
처치_특수B_30kg,TxCode,처치비,99000,2
처치_특수C_30kg,TxCode,처치비,121000,2
항문낭세척_30kg,TxCode,처치비,40000,2
기관폐포세척(Bronchoalveolar Lavage)_30kg,TxCode,처치비,220000,2
음압치료기장착_창상육아조직생성유도_30kg,TxCode,처치비,616000,2
인공호흡기_6시간_30kg,TxCode,처치비,138637,2
인공호흡기_12시간_30kg,TxCode,처치비,277273,2
인공호흡기_24시간_30kg,TxCode,처치비,554455,2
흡입마취_Isoflurane_40kg,TxCode,처치비,190910,2
주사마취_40kg,TxCode,처치비,70000,2
목욕_처치목적_40kg,TxCode,처치비,55000,2
미용_처치목적_40kg,TxCode,처치비,110000,2
미용 및 목욕_처치목적_40kg,TxCode,처치비,165000,2
위내가스 및 액체제거_식도튜브사용_40kg,TxCode,처치비,60000,2
관장_40kg,TxCode,처치비,220000,2
드레싱_A_40kg,TxCode,처치비,43637,2
드레싱_C_40kg,TxCode,처치비,65455,2
드레싱_로버트존스_40kg,TxCode,처치비,50000,2
드레싱_B_40kg,TxCode,처치비,54546,2
드레싱_토마스스플린트_40kg,TxCode,처치비,50000,2
드레싱_발포슬링(Valpeau sling)_40kg,TxCode,처치비,54546,2
창상세척_경증_40kg,TxCode,처치비,66000,2
창상세척_중증_40kg,TxCode,처치비,99000,2
"흉강천자(흉수,기흉)_초음파유도_40kg",TxCode,처치비,309091,2
신장천자(수신증)_초음파유도_40kg,TxCode,처치비,86364,2
심낭수천자_초음파유도_40kg,TxCode,처치비,245455,2
"위천자(GDV,위내가스)_초음파유도_40kg",TxCode,처치비,159091,2
"구토요법_구토제주사(카테터,주사비포함)_40kg",TxCode,처치비,136364,2
구토요법_과산화수소_40kg,TxCode,처치비,145455,2
"응급처치_CPR_응급약물,인공호흡기_40kg",TxCode,처치비,100000,2
처치_일반A_40kg,TxCode,처치비,44000,2
처치_일반B_40kg,TxCode,처치비,55000,2
처치_일반C_40kg,TxCode,처치비,66000,2
처치_특수A_40kg,TxCode,처치비,88000,2
처치_특수B_40kg,TxCode,처치비,110000,2
처치_특수C_40kg,TxCode,처치비,132000,2
항문낭세척_40kg,TxCode,처치비,50000,2
기관폐포세척(Bronchoalveolar Lavage)_40kg,TxCode,처치비,275000,2
음압치료기장착_창상육아조직생성유도_40kg,TxCode,처치비,704000,2
인공호흡기_6시간_40kg,TxCode,처치비,158455,2
인공호흡기_12시간_40kg,TxCode,처치비,316819,2
인공호흡기_24시간_40kg,TxCode,처치비,633637,2
흡입마취_Isoflurane_50kg,TxCode,처치비,227273,2
주사마취_50kg,TxCode,처치비,80000,2
목욕_처치목적_50kg,TxCode,처치비,66000,2
미용_처치목적_50kg,TxCode,처치비,132000,2
미용 및 목욕_처치목적_50kg,TxCode,처치비,198000,2
위내가스 및 액체제거_식도튜브사용_50kg,TxCode,처치비,70000,2
관장_50kg,TxCode,처치비,275000,2
드레싱_A_50kg,TxCode,처치비,54546,2
드레싱_B_50kg,TxCode,처치비,65455,2
드레싱_C_50kg,TxCode,처치비,76364,2
드레싱_로버트존스_50kg,TxCode,처치비,60000,2
드레싱_토마스스플린트_50kg,TxCode,처치비,60000,2
드레싱_발포슬링(Valpeau sling)_50kg,TxCode,처치비,70000,2
창상세척_경증_50kg,TxCode,처치비,77000,2
창상세척_중증_50kg,TxCode,처치비,110000,2
"흉강천자(흉수,기흉)_초음파유도_50kg",TxCode,처치비,363637,2
신장천자(수신증)_초음파유도_50kg,TxCode,처치비,100000,2
심낭수천자_초음파유도_50kg,TxCode,처치비,272728,2
"위천자(GDV,위내가스)_초음파유도_50kg",TxCode,처치비,181819,2
"구토요법_구토제주사(카테터,주사비포함)_50kg",TxCode,처치비,154546,2
구토요법_과산화수소_50kg,TxCode,처치비,163637,2
"응급처치_CPR_응급약물,인공호흡기_50kg",TxCode,처치비,109091,2
처치_일반A_50kg,TxCode,처치비,55000,2
처치_일반B_50kg,TxCode,처치비,66000,2
처치_일반C_50kg,TxCode,처치비,77000,2
처치_특수A_50kg,TxCode,처치비,99000,2
처치_특수B_50kg,TxCode,처치비,121000,2
처치_특수C_50kg,TxCode,처치비,143000,2
항문낭세척_50kg,TxCode,처치비,60000,2
기관폐포세척(Bronchoalveolar Lavage)_50kg,TxCode,처치비,330000,2
음압치료기장착_창상육아조직생성유도_50kg,TxCode,처치비,792000,2
인공호흡기_6시간_50kg,TxCode,처치비,178273,2
인공호흡기_12시간_40kg,TxCode,처치비,356455,2
인공호흡기_24시간_40kg,TxCode,처치비,712819,2
HFNC 중환자 산소공급_1회,TxCode,처치비,275000,2
방광천자(요도폐색)_100ml당,TxCode,처치비,16546,2
"방광천자(요도폐색)_1,000ml당",TxCode,처치비,165000,2
"뇨카테터 장착(Urinary catheter)_대형견(고급형,MILA)",TxCode,처치비,275000,2
레이저 치료(피부재생)_1회,TxCode,처치비,27273,2
레이저 치료(피부재생)_5+1회,TxCode,처치비,136364,2
진통_신경차단술(Nerve Block),TxCode,처치비,45455,2
고압 창상세척_Inter pulse,TxCode,처치비,181819,2
안과_누관세척_10kg,TxCode,처치비,45455,2
안과_누관세척_20kg,TxCode,처치비,54546,2
안과_누관세척_30kg,TxCode,처치비,63637,2
안과_누관세척_40kg,TxCode,처치비,72728,2
수액_일반(IV)_10kg,TxCode,"주사, 수액",32728,2
"주사_일반(IV,SC,IM)_10kg",TxCode,"주사, 수액",5728,2
수액_피하수액(SC)_10kg,TxCode,"주사, 수액",14546,2
"수액_첨가제(VitB,C,간보호제)_1병",TxCode,"주사, 수액",10910,2
수액_첨가제(아미노산)_10kg,TxCode,"주사, 수액",14546,2
수액_첨가제(지방)_10kg,TxCode,"주사, 수액",10910,2
수액_첨가제(호의주)_1병,TxCode,"주사, 수액",14546,2
"수액_PPN(아미노산,지방,포도당)_10kg",TxCode,"주사, 수액",54546,2
"수액_도부타민, 토파민, 노르에피(승압제)_CRI_10kg",TxCode,"주사, 수액",45455,2
"수액_도부타민, 라식스(Dobutamine_Furosemide)CRI_10kg",TxCode,"주사, 수액",54546,2
수액(진통)_TLK_10kg,TxCode,"주사, 수액",59091,2
수혈_개 농축적혈구_100ml_1팩,TxCode,"주사, 수액",327273,2
수혈_개 농축적혈구_100ml_2팩,TxCode,"주사, 수액",572728,2
수혈_개 전혈50ml,TxCode,"주사, 수액",136364,2
수혈_일반혈장 100ml_1팩,TxCode,"주사, 수액",409091,2
수혈_일반혈장 200ml_1팩,TxCode,"주사, 수액",727273,2
수혈_특수혈장A 10ml_1병,TxCode,"주사, 수액",45455,2
수혈_특수혈장B 10ml_1병,TxCode,"주사, 수액",45455,2
수혈_시어스혈장(Sear's plasma) 5ml_1병,TxCode,"주사, 수액",45455,2
수혈_고양이 농축적혈구_10ml,TxCode,"주사, 수액",118182,2
수혈_고양이 전혈 10ml_A형,TxCode,"주사, 수액",118182,2
수혈_개 농축적혈구_50ml,TxCode,"주사, 수액",163637,2
수혈_고양이 전혈 10ml_B형,TxCode,"주사, 수액",154546,2
수혈_휴먼 알부민(Human Albumin)_10ml,TxCode,"주사, 수액",38182,2
주사(응급)_헤타스타치(Hetastarch)_10kg,TxCode,"주사, 수액",19091,2
"주사_특수(IV,SC,IM)_10kg",TxCode,"주사, 수액",9091,2
주사(항생제)_반코마이신_10kg,TxCode,"주사, 수액",16364,2
주사(항생제)_반코마이신_1병,TxCode,"주사, 수액",38182,2
주사(항생제)_메로페넴_1병,TxCode,"주사, 수액",38182,2
주사(항생제)_메로페넴_10kg,TxCode,"주사, 수액",12728,2
주사(항생제)_시프로플록사신_10kg,TxCode,"주사, 수액",12728,2
주사(항생제)_시프로플록사신_1병,TxCode,"주사, 수액",38182,2
주사(항생제)_세포탁심_1병(1g),TxCode,"주사, 수액",19091,2
주사(항생제)_세포탁심_10kg,TxCode,"주사, 수액",9091,2
주사(항생제)_메트로니다졸_10kg,TxCode,"주사, 수액",9091,2
주사(항생제)_컨베니아_5kg,TxCode,"주사, 수액",50000,2
주사(항생제)_아모크라_10kg,TxCode,"주사, 수액",9091,2
주사(ACTH자극)_시낙텐_10kg,TxCode,"주사, 수액",25455,2
주사(인슐린)_란투스_1병(10ml),TxCode,"주사, 수액",86364,2
주사(인슐린)_레버미어_1pen(3ml),TxCode,"주사, 수액",57273,2
주사(인슐린)_레버미어(희석)_1ml,TxCode,"주사, 수액",24546,2
주사(인슐린)_란투스_1pen(3ml),TxCode,"주사, 수액",50000,2
주사(인슐린)_NPH(휴물린엔)_10ml,TxCode,"주사, 수액",50000,2
주사(인슐린)_캐니슐린_1ml,TxCode,"주사, 수액",9546,2
주사(인슐린)_캐니슐린_1병(2.5ml),TxCode,"주사, 수액",40910,2
주사(인슐린)_캐니슐린_1병(10ml),TxCode,"주사, 수액",118182,2
주사(인슐린)_N_R_1ml,TxCode,"주사, 수액",10000,2
주사(혈전용해제)_rTPA_1병,TxCode,"주사, 수액",727273,2
"주사(IMHA,IMT)_이뮤노글로불린(IVIG,리브감마)_1병(50ml)",TxCode,"주사, 수액",190910,2
"주사(혈전용해제)_유로키나제_1병(500,000IU)",TxCode,"주사, 수액",227273,2
주사(항암)_카보플라틴_10kg,TxCode,"주사, 수액",210000,2
주사(항암)_시타라빈_1병,TxCode,"주사, 수액",52546,2
주사(항암)_독소루비신_10kg,TxCode,"주사, 수액",210000,2
주사(항암)_파노린(골흡수억제)_1병,TxCode,"주사, 수액",52546,2
주사(항암)_미톡산트론_10kg,TxCode,"주사, 수액",315000,2
주사(항암)_비노렐빈_10kg,TxCode,"주사, 수액",262546,2
주사(항암)_L-asparaginase_1병,TxCode,"주사, 수액",210000,2
주사(항발작)_케프라_1ml당,TxCode,"주사, 수액",14546,2
주사(항발작)_케프라_1병,TxCode,"주사, 수액",57273,2
주사(진통)_멜록시캄_10kg,TxCode,"주사, 수액",9091,2
주사(진통)_레미펜타닐_1병,TxCode,"주사, 수액",100000,2
주사_결막하주사,TxCode,"주사, 수액",19091,2
주사(항구토제)_세레니아_10kg,TxCode,"주사, 수액",12728,2
주사(이뇨)_만니톨_10kg,TxCode,"주사, 수액",9091,2
주사(유도분만제)_옥시토신,TxCode,"주사, 수액",10000,2
"주사(스테로이드)_MPSS,살론_1병",TxCode,"주사, 수액",14546,2
주사(모낭충)_도라멕틴(Doramectin)_10kg,TxCode,"주사, 수액",12728,2
주사(사상충)_이미티사이드(imiticide)_10kg,TxCode,"주사, 수액",290910,2
주사(응급)_7.4%고장성식염수_1병,TxCode,"주사, 수액",14546,2
주사(항혈전제)_크렉산_10kg,TxCode,"주사, 수액",12728,2
주사(항혈전제)_달테파린_10kg,TxCode,"주사, 수액",9091,2
주사(장염)_글루타민(디펩타민)_10kg,TxCode,"주사, 수액",12728,2
주사(조혈)_DPO_5kg,TxCode,"주사, 수액",27273,2
"주사(항산화,진해거담)_N-아세틸시스테인_10kg",TxCode,"주사, 수액",14546,2
"주사(마취,진정)_propofol CRI_1병",TxCode,"주사, 수액",24546,2
주사(항바이러스)_인터페론_1병,TxCode,"주사, 수액",54546,2
주사(녹내장)_Cidofovir_안구내,TxCode,"주사, 수액",409091,2
주사(위액억제)_판토프라졸_10kg,TxCode,"주사, 수액",12728,2
주사(에디슨)_DOCP_5kg,TxCode,"주사, 수액",118182,2
주사(에디슨)_DOCP_추가1kg당,TxCode,"주사, 수액",19091,2
주사(아토피)_사이토포인트_10mg,TxCode,"주사, 수액",95455,2
주사(아토피)_사이토포인트_20mg,TxCode,"주사, 수액",127273,2
주사(아토피)_사이토포인트_30mg,TxCode,"주사, 수액",154546,2
수액_일반(IV)_20kg,TxCode,"주사, 수액",38182,2
수액_피하수액(SC)_20kg,TxCode,"주사, 수액",19091,2
수액_첨가제(아미노산)_20kg,TxCode,"주사, 수액",19091,2
수액_첨가제(지방)_20kg,TxCode,"주사, 수액",19091,2
"수액_PPN(아미노산,지방,포도당)_20kg",TxCode,"주사, 수액",68182,2
"수액_도부타민, 토파민, 노르에피(승압제)_CRI_20kg",TxCode,"주사, 수액",54546,2
"수액_도부타민, 라식스(Dobutamine_Furosemide)CRI_20kg",TxCode,"주사, 수액",63637,2
수혈_휴먼 알부민(Human Albumin)100ml_1병,TxCode,"주사, 수액",345455,2
주사(응급)_헤타스타치(Hetastarch)_20kg,TxCode,"주사, 수액",29091,2
"주사_일반(IV,SC,IM)_20kg",TxCode,"주사, 수액",6546,2
"주사_특수(IV,SC,IM)_20kg",TxCode,"주사, 수액",11364,2
주사(항생제)_반코마이신_20kg,TxCode,"주사, 수액",19091,2
주사(항생제)_메로페넴_20kg,TxCode,"주사, 수액",16364,2
주사(항생제)_시프로플록사신_20kg,TxCode,"주사, 수액",16364,2
주사(항생제)_세포탁심_20kg,TxCode,"주사, 수액",11364,2
주사(항생제)_메트로니다졸_20kg,TxCode,"주사, 수액",11364,2
주사(항생제)_컨베니아_10kg,TxCode,"주사, 수액",95455,2
주사(항생제)_아모크라_20kg,TxCode,"주사, 수액",11364,2
주사(ACTH자극)_시낙텐_20kg,TxCode,"주사, 수액",30910,2
주사(항암)_카보플라틴_20kg,TxCode,"주사, 수액",315000,2
주사(항암)_독소루비신_20kg,TxCode,"주사, 수액",315000,2
주사(항암)_미톡산트론_20kg,TxCode,"주사, 수액",420000,2
주사(항암)_비노렐빈_20kg,TxCode,"주사, 수액",367546,2
주사(진통)_멜록시캄_20kg,TxCode,"주사, 수액",11364,2
주사(항구토제)_세레니아_20kg,TxCode,"주사, 수액",16364,2
주사(이뇨)_만니톨_20kg,TxCode,"주사, 수액",11364,2
주사(모낭충)_도라멕틴(Doramectin)_20kg,TxCode,"주사, 수액",16364,2
주사(항혈전제)_크렉산_20kg,TxCode,"주사, 수액",16364,2
주사(항혈전제)_달테파린_20kg,TxCode,"주사, 수액",11364,2
주사(장염)_글루타민(디펩타민)_20kg,TxCode,"주사, 수액",16364,2
주사(조혈)_DPO_10kg,TxCode,"주사, 수액",54546,2
"주사(항산화,진해거담)_N-아세틸시스테인_20kg",TxCode,"주사, 수액",17273,2
주사(위액억제)_판토프라졸_20kg,TxCode,"주사, 수액",16364,2
수액_일반(IV)_30kg,TxCode,"주사, 수액",43637,2
수액_피하수액(SC)_30kg,TxCode,"주사, 수액",23637,2
수액_첨가제(아미노산)_30kg,TxCode,"주사, 수액",23637,2
수액_첨가제(지방)_30kg,TxCode,"주사, 수액",23637,2
"수액_PPN(아미노산,지방,포도당)_30kg",TxCode,"주사, 수액",81819,2
"수액_도부타민, 토파민, 노르에피(승압제)_CRI_30kg",TxCode,"주사, 수액",63637,2
"수액_도부타민, 라식스(Dobutamine_Furosemide)CRI_30kg",TxCode,"주사, 수액",72728,2
주사(응급)_헤타스타치(Hetastarch)_30kg,TxCode,"주사, 수액",42000,2
"주사_일반(IV,SC,IM)_30kg",TxCode,"주사, 수액",7364,2
"주사_특수(IV,SC,IM)_30kg",TxCode,"주사, 수액",13637,2
주사(항생제)_반코마이신_30kg,TxCode,"주사, 수액",21819,2
주사(항생제)_메로페넴_30kg,TxCode,"주사, 수액",20000,2
주사(항생제)_시프로플록사신_30kg,TxCode,"주사, 수액",20000,2
주사(항생제)_세포탁심_30kg,TxCode,"주사, 수액",13637,2
주사(항생제)_메트로니다졸_30kg,TxCode,"주사, 수액",13637,2
주사(항생제)_컨베니아_20kg,TxCode,"주사, 수액",140910,2
주사(항생제)_아모크라_30kg,TxCode,"주사, 수액",13637,2
주사(ACTH자극)_시낙텐_30kg,TxCode,"주사, 수액",36364,2
주사(항암)_카보플라틴_30kg,TxCode,"주사, 수액",420000,2
주사(항암)_독소루비신_30kg,TxCode,"주사, 수액",420000,2
주사(항암)_미톡산트론_30kg,TxCode,"주사, 수액",525000,2
주사(항암)_비노렐빈_30kg,TxCode,"주사, 수액",472546,2
주사(진통)_멜록시캄_30kg,TxCode,"주사, 수액",13637,2
주사(항구토제)_세레니아_30kg,TxCode,"주사, 수액",20000,2
주사(이뇨)_만니톨_30kg,TxCode,"주사, 수액",13637,2
주사(모낭충)_도라멕틴(Doramectin)_30kg,TxCode,"주사, 수액",20000,2
주사(항혈전제)_크렉산_30kg,TxCode,"주사, 수액",20000,2
주사(항혈전제)_달테파린_30kg,TxCode,"주사, 수액",13637,2
주사(장염)_글루타민(디펩타민)_30kg,TxCode,"주사, 수액",20000,2
주사(조혈)_DPO_20kg,TxCode,"주사, 수액",81819,2
"주사(항산화,진해거담)_N-아세틸시스테인_30kg",TxCode,"주사, 수액",20000,2
주사(위액억제)_판토프라졸_30kg,TxCode,"주사, 수액",20000,2
수액_일반(IV)_40kg,TxCode,"주사, 수액",49091,2
수액_피하수액(SC)_40kg,TxCode,"주사, 수액",28182,2
수액_첨가제(아미노산)_40kg,TxCode,"주사, 수액",28182,2
수액_첨가제(지방)_40kg,TxCode,"주사, 수액",28182,2
"수액_PPN(아미노산,지방,포도당)_40kg",TxCode,"주사, 수액",95455,2
"수액_도부타민, 토파민, 노르에피(승압제)_CRI_40kg",TxCode,"주사, 수액",72728,2
"수액_도부타민, 라식스(Dobutamine_Furosemide)CRI_40kg",TxCode,"주사, 수액",81819,2
주사(응급)_헤타스타치(Hetastarch)_40kg,TxCode,"주사, 수액",52546,2
"주사_일반(IV,SC,IM)_40kg",TxCode,"주사, 수액",8182,2
"주사_특수(IV,SC,IM)_40kg",TxCode,"주사, 수액",15910,2
주사(항생제)_반코마이신_40kg,TxCode,"주사, 수액",24546,2
주사(항생제)_메로페넴_40kg,TxCode,"주사, 수액",23637,2
주사(항생제)_시프로플록사신_40kg,TxCode,"주사, 수액",23637,2
주사(항생제)_세포탁심_40kg,TxCode,"주사, 수액",15910,2
주사(항생제)_메트로니다졸_40kg,TxCode,"주사, 수액",15910,2
주사(항생제)_컨베니아_30kg,TxCode,"주사, 수액",186364,2
주사(항생제)_아모크라_40kg,TxCode,"주사, 수액",15910,2
주사(ACTH자극)_시낙텐_40kg,TxCode,"주사, 수액",41819,2
주사(항암)_카보플라틴_40kg,TxCode,"주사, 수액",525000,2
주사(항암)_독소루비신_40kg,TxCode,"주사, 수액",525000,2
주사(항암)_미톡산트론_40kg,TxCode,"주사, 수액",630000,2
주사(항암)_비노렐빈_40kg,TxCode,"주사, 수액",577546,2
주사(진통)_멜록시캄_40kg,TxCode,"주사, 수액",15910,2
주사(항구토제)_세레니아_40kg,TxCode,"주사, 수액",23637,2
주사(이뇨)_만니톨_40kg,TxCode,"주사, 수액",15910,2
주사(모낭충)_도라멕틴(Doramectin)_40kg,TxCode,"주사, 수액",23637,2
주사(항혈전제)_크렉산_40kg,TxCode,"주사, 수액",23637,2
주사(항혈전제)_달테파린_40kg,TxCode,"주사, 수액",15910,2
주사(장염)_글루타민(디펩타민)_40kg,TxCode,"주사, 수액",23637,2
주사(조혈)_DPO_30kg,TxCode,"주사, 수액",109091,2
"주사(항산화,진해거담)_N-아세틸시스테인_40kg",TxCode,"주사, 수액",22728,2
주사(위액억제)_판토프라졸_40kg,TxCode,"주사, 수액",23637,2
수액_일반(IV)_50kg,TxCode,"주사, 수액",54546,2
수액_피하수액(SC)_50kg,TxCode,"주사, 수액",32728,2
수액_첨가제(아미노산)_50kg,TxCode,"주사, 수액",32728,2
수액_첨가제(지방)_50kg,TxCode,"주사, 수액",32728,2
"수액_PPN(아미노산,지방,포도당)_50kg",TxCode,"주사, 수액",109091,2
"수액_도부타민, 토파민, 노르에피(승압제)_CRI_50kg",TxCode,"주사, 수액",81819,2
"수액_도부타민, 라식스(Dobutamine_Furosemide)CRI_50kg",TxCode,"주사, 수액",90910,2
주사(응급)_헤타스타치(Hetastarch)_50kg,TxCode,"주사, 수액",63000,2
"주사_일반(IV,SC,IM)_50kg",TxCode,"주사, 수액",9000,2
"주사_특수(IV,SC,IM)_50kg",TxCode,"주사, 수액",18182,2
주사(항생제)_반코마이신_50kg,TxCode,"주사, 수액",27273,2
주사(항생제)_메로페넴_50kg,TxCode,"주사, 수액",27273,2
주사(항생제)_시프로플록사신_50kg,TxCode,"주사, 수액",27273,2
