0,1,2,3,4,5,6,7,8,9,10,11,12
" 
IOP 8/10
OU no flare
OU F stain (-)
 
Co 완전히 끊으셨음
 
치료종료
3개월 후 검진 권유드림(보호자분 부산으로 이사가실 예정)",,,,,,,,,,,,
"일주일사이에 왼쪽눈 하얗게 된 것 발견하심
오른쪽눈은 이전에 백내장으로 시력 잃음(외상으로 잃은 것 같다심)
시력 양호, 불편감 없음
 
STT OU 19
IOP 15/15
OD hypermature cataract, no flare, posterior synechiae
OS incipient cataract, no flare, 11시~1시방향 severe corneal edema, 각막 전반적으로도 부종있음, no hyperemia
OD dazzle -, menace - PLR+
OS dazzle+, menace + PLR +
 
 
OS Ka, NA 4~5회",,,,,,,,,,,,
"안약 잘 점안해주셨음
불편해하는 증상 없음
 
OD no flare, F stain (-)
OS 수정체 불안성 여전함
 
각막궤양 치료종료 6개월 후 정기검진
 
OD X 2회, OU ND 2회",,,,,,,,,,,,
"양안 백탁 최근들어 발견
오른쪽눈 종괴에서 출혈, 종괴 첫발견은 10일전
 
STT 10/8
IOP 20
양안 윗눈꺼풀 종괴 각각 1개
오른쪽눈 종괴 출혈 있었던 흔적 있음
OD 각막 중앙부 corneal edema, keratitis, no flare, F stain (-)
OS mild corneal edema, mild hyperemia, no flare, F stain (-)
양안 KCS에 의한 점상 형광 염색됨
OU MPD ++
 
OU SR 3회, IO 2회
종괴 SMo 2회",,,,,,,,,,,,
"작년3월부터 안면신경마비 증상 시작
충남대에서 갑기저, MMVD B2, 안면신경마비 관리중, 침치료하고 좀 개선되심
미용 후 양안 못뜨는 증상, 각막궤양 치료(7~8일전)
며칠전에 왼쪽눈 동공 크기가 오른쪽과 달라보여서 내원하심
 
STT 15/8
IOP 17/14
OU PLR + dazzle + menace OD + OS -(안면신경마비)
VP OS + OD +
OS blepharitis, mild conjunctivitis, incipient cataract, 각막 중앙부  corneal erosion
OD no hyperemia, incipient cataract
OU fundus 정상, F stain (-), 홍채위축증(초기)
 
DX. 양안 초기백내장, 홍채위축(초기), OS KCS
 
OS NB 3~4회, IO 2회
 
다음내원시 눈물량 체크, 결막염 개선되면 NB 끊어볼예정",,,,,,,,,,,,
"약떨어진지 1~2주정도 되심
불편해하는 증상 없음, 왼쪽눈은 눈물이 많이나옴
 
STT 4/15
IOP 15/20
OU hypermature cataract, no flare, F stain (-)
OD blepharitis, mild conjunctivitis
OS 안로 진행중
 
OD KCS 관리 필요
 
NB OU 2회, IPo OD 1회
 
구강약 동일 처방 원하셔서 일주일치 처방해드림",,,,,,,,,,,,
"눈아파하는 증상 없음
오른쪽눈 하얀스크래치가커진 것 같으심
 
STT 6/5(연고 남아있어서 부정확)
IOP 6/12
OD flare 이전과 유사, corneal dystrophy 더 진행됨, posterior synechiae 진행됨
OS flare 개선, KP 줄었음
F stain OU (-)
 
OU NB, TE, MA 3회, IPo 1회
 
OD 각막 변성 심해져서 SP 어쩔수 없이 D/C, 염증 심해질 수 있으나 각막 망가져서 궤양 혹은 안구 파열되는 것 보다는 포도막염에 의해 천천히 안구위축시키는게 나을 것으로 보임
 
7월말 재진",,,,,,,,,,,,
"3일전부터  Na 넣으면 눈 충혈되고 아파하는 증상
Na 넣을 때마다 반복됨
 
STT 12/16
IOP 7/10
OD corneal edema 진행됨, no flare, incipient cataract
OS mineral+ fat  침착, incipient cataract
 
OD SM 3~4회
 
각막염 개선 후 다시 Na 적용해볼 예정
 
다음주 재진",,,,,,,,,,,,
"1년전부터 백탁시작, 최근들어 심화됨
3~4년전 건강검진, 특이사항 없었음
관리받고 있는 질환 없음
 
IOP(12,15), STT(15,15)
OU incipient cataract, fundus 정상, nuclear sclerosis, no flare
OU MPD ++
양안 내안각 첩모
 
SM 3회 일요일까지
 
6개월 간격 검진
 ",,,,,,,,,,,,
"좋아졌어요
소양감도 거의 없어요
 
IOP 12/13
dexa 결막하주사
OS flare +, 이전보다 감소, 하지만 여전히 셀수 없을 정도로 염증물질들 관찰됨
OD 이전과 유사
 
OS SP 4회, X 2회 Tr 2회
 
일주일 후 재진
 ",,,,,,,,,,,,
"상태 양호
요즘 안약 1,2번 밖에 못 넣어주심
 
IOP 3/12
OD no flare, no hyperemia
 
안약 D/C
OS Ka 2~3회
 
3개월 후 검진",,,,,,,,,,,,
"일주일동안 눈 상태 좋았음
 
OD vascularization  이전과 유사
OS 이전과 유사
OU no flare, 초기 백내장
 
OU Ka 2~3회
 
3개월 후 정기안과검진",,,,,,,,,,,,
"2017년에 입양
얼마안되서 까만자 하얗게 되서 안과치료 받으심
이후 안과 증상 없었으나 본원 입원 당시 하얀눈꼽 많아서 눈 못뜨는 증상있었음
현재는 본원에서 처방나간 안약 넣고 증상 없음
검진차 내원하심
 
STT 10/9
IOP 17/14
OU MPD ++
OU no flare, incipient cataract, nuclear sclerosis, 
cornea, iris, fundus 정상
 
IO 2회
 
다음주 목요일 재진
 ",,,,,,,,,,,,
"어릴 때 눈이 안좋아서 구조하셨음
센트럴에서 OS 결막유착 수술 하셨으나 재발
OD 눈물다량, 노란눈꼽낀지 한달정도
점점 심해지는 듯함, 눈꺼풀도 부음
 
IOP 11/16
OD blepharistis, mild conjunctivitis, yellow discharge, no flare, no cataract
OS keratitis, bulbar conjunctiva와 3안검 conjunctiva 유착
양안 시력반응 ++ menace, PLR, dazzle +
 
허피스 바이러스 감염 가능성 높음
스트레스 관리 잘하셔야함
 
VF5~6회, AK, NF 3회
 
일주일 후 재진",,,,,,,,,,,,
"ND 2회 꾸준히 점안중이심
왼쪽눈 최근에 더 하얗게 변한 것 같음
한달전에 전신마취하고 스케일링+발치
 
IOP 8/4
OU no hyperemia, no flare, hypermature cataract
 
OS 충혈, 눈꼽 등 잘 봐주실것, 포도막염 올 수 있음
 
3개월 후 재진
 
ND 2,2",,,,,,,,,,,,
"OS mucous discharge, blepharitis, pigmentation(이전과 유사), no flare, mild hyperemia
OD 12시방향 fibrosis + pigmentation, no hyperemia
STT 11/1
 
OU SR 2회, OD IO 2회, OS Ipo 2회
OS IPo로 안연고 변경",,,,,,,,,,,,
"오른쪽눈 잘 못뜨는 증상 오늘 아침 발견하심
어제 주무시기 전까지만 해도 괜찮았음
6개월전쯤 오른쪽눈 이물 들어가서 치료받으셨었음
 
IOP 17/24
OU MPD ++
OD flare ++, no hyperemia, 코주름 털 각막 찌르고 있음, no cataract
OS NRF
 
Dx. OD uveitis(아마도 외상성)
 
OD SP, AK 4회, MC 1회
 
일주일 후 재진
 ",,,,,,,,,,,,
"충혈 가끔, SM 간헐적으로 넣어주셨음
불편해하는 증상은 없었음
 
IOP 8/12
OS no flare, no hyperemia
OD no flare, anterior capsule irregular 심해짐
 
ND 2,2
Co 0,1
 
다음내원시 정상 안압이면 Co 끊어 볼 예정",,,,,,,,,,,,
"SF를 단약하는 거였는데 IO까지 같이 단약했다고 하심..
특이사항 없었음
귓병으로 최근 치료받음
 
STT 10/7
IOP 21/17
OS mineral keratopathy 심화됨
OU F stain (-)
 
OU IO 2회 꼭!!
 
2주후 내원",,,,,,,,,,,,
"주보호자분은 아니시고 따님이 데리고 내원하심
6월 이후에 집에 처음 오셔서 아이가 예전진료 후 상태 개선 됐는지는 모르시겠음
오늘도 여전히 눈을 아파하고 눈두덩이가 부어있어서 내원하심
 
IOP 14/15
OD incipient cataract, iris remnants, no flare, 안검, 결막 정상
OS 12시방향 bulbar conjunctiva에 ectopic cilia 여러가닥, 길게 나있음, 모근 훨씬 많이 관찰됨, no flare, blepharitis, 12시방향 cornea fibrosis(F stain +)
 
AV, TL 3~4회
 
수술적 제거필요",,,,,,,,,,,,
"**
오른쪽눈 염증 개선되고 있고 산동된 정도가 심해서
MC 1회로 줄였습니다~~, 보호자분이MC 하루 4회 쓰시고 있으신데다가 잘안들어가면 여러번 더 넣으셨다고 하십니당 ㅠㅠ
벌써 약 다 떨어지셨데요..
 
SP, NF AC 4회, MC 1회",,,,,,,,,,,,
"방광결석 수술(3월초), 결석사료로 현재 관리중
신장 결석, 비장 mass 있음
지난주 수요일부터 왼쪽눈 아파하는 증상
이전에 안과치료 받아보신적 없음
 
STT 21/20
IOP 14/14
OU menace, dazzle, PLR ++
OD lower eyelid mass, 내안각 방향 각막 pigmentation, incipient cataract, no flare, no hyperemia, F stain (-)
OS  F stain +, corneal fibrosis(5~9시방향), superficial vascularization, corneal edema 동반, flare +, miosis, mild hyperemia, blepharospasm
 
사랑이는 OS cotton tip debridement + burr keratectomy + contact lens  착용 진행하였습니다
cotton tip debridement시 각막 전체 면적의 80%이상 벗겨졌고 포도막염이 함께 동반되어 있었습니다
SCCED와함께 각막 감염도 의심되는 상황이라 항생제 내복약 함께 처방했습니다
 
Tx. 오페란4회, TL 4회
 
산책 최대한 자제
넥칼라 필수
2주후 내원
 
 ",,,,,,,,,,,,
"SM 쓰고 상태 양호
충혈된 적 없었음
 
IOP 13/15
OD corneal edema 이전보다 개선, no flare
OU incipient cataract,
OS mineral+fat 이전과 유사
 
OU 가리유니 2~3회, OD Na 6회",,,,,,,,,,,,
"상태 양호
특이사항 없었음
 
STT 14/17
IOP 16/14
OS F stain (-), conjunctivitis 개선, no flare
OU incipient cataract
 
OS 옵티뮨 하루 2회 계속 사용
 ",,,,,,,,,,,,
"S.
내복약, 안약 시작하고 활력 많이 개선되었음
눈 아파하는 증상은 이전과 비슷 
 
O.
IOP 7/13
OD F stain + , halo sign, corneal edema 동반, no flare, 안검 정상, 찌르는 눈썹 없음, blepharospasm, mild hyperemia, 3안검 상승
OS 정상, no hyperemia, no flare
 
A.
OD persistent corneal erosion 
면봉 debridement를 1회 진행하였던 환자여서 burr keratectomy까지 오늘 진행했습니다
잘 낫지 않는 궤양이라 장기전이 될 수 있고 치료 도중 각막괴사도 발생가능한점 고지드렸습니다 
2주후 내원하셔서 상태 확인하기로했습니다
 
Rx.
OD cotton ball debridement + burr keratectomy + contact lens 착용 
 
Tx. 
오큐플리딘 6회, 크라비트 4회, 라큐아 4회 
오큐플리딘은 이번주까지 사용하시고 끊어보시기로
 ",,,,,,,,,,,,
"어제 낮4시부터 왼쪽눈 충혈시작
양안 못뜨는 증상도 있음
STT 6/15
IOP 11/45
OS F stain +, flare ++
OD 이전과유사
 
OS glaucoma, corneal ulcer
궤양 치료 후 cidofovir 시술 하시기로
 
OS AV, AP, 인공눈물 4~5회
OD NB, MA 3회
OU Ipo EOD",,,,,,,,,,,,
"눈꼽 없었음
양안 상태 좋았음
 
STT 16/20
IOP 16/15
OU clear cornea, no flare, incipient cataract, no hyperemia
 
현재 항생제 안약은 안 쓰고 있음
 
OU IO 하루 2회 유지
 
3달 후 검진",,,,,,,,,,,,
"충혈 개선, 눈도 거의 잘 뜨고 있어요
 
OS uveitis, F stain 미약, flare ++, mild hyperemia
OD F stain +, flare 이전과 유사, no hyperemia
IOP 7/16
 
양안 cidofovir 권유드림
계속 양안 문제 반복될거고 전신마취하고 적출해야하는 경우 생길 수도 있으므로 우선 마취안하고 할 수 있는 최대한의 방법으로 해보자고 말씀드림
하시기로 결정하셨으나 날씨좀 선선해지면 하고 싶다심..ㅎㅎㅎ
 
시술 비용 양안 50만원으로 해드리기로함
 
다음주 재진시 궤양 체크
 
OU AV, AP 4~5회, 인공눈물 자주, Ipo EOD
OS Co 2회
 ",,,,,,,,,,,,
"통증 반응 없음
양안 양호해보이심
 
IOP 20/13
OU no flare, menace, dazzle PLR ++
 
OD Tr 2회
 
안구 초음파)
- 양안 뚜렷한 이상소견 관찰되지 않음
- 양측 안구 크기 유사","* 초음파상 뚜렷한 이상소견 관찰되지 않음
 
2주후 내원
Tr 천천히 끊어볼예정
 ",,,,,,,,,,,
"오른쪽눈 불편감 없음
오늘은 왼쪽눈을 좀 불편해하는 것 같아요
 
IOP 20/25
OD no flare, no hyperemia, no cataract,
OS NRF
OU F stain (-)
 
SP, AK 하루 2회 다음주까지 쓰시고 D/C
 
 ",,,,,,,,,,,,
"시력양호
왼쪽눈 최근들어 백탁심해짐, 고혈당으로 혈당 조절 안되는 경우 최근 있음
 
STT 10/12
IOP 12/10
OU menace + (OS decreased), PLR, dazzle ++
VP +
OU immature cataract, 이전보다 진행됨
수술 필요
 
현재 당조절 잘 안되신다고 하셔서 우선 당 안정화 먼저하시기로
 
OU TL 하루 3~4회
 ",,,,,,,,,,,,
"백탁 이전과 유사
요즘 Na 넣으면 오른쪽눈 따가워하는 증상 잠깐, 금방 괜찮아짐
 
OS flare +, 각막 부종 진행
OD 이전과 유사
IOP OU 15
 
NF 다시 추가, 천천히 소염제 끊어볼 예정
최근 양미리 등 간식 좀 주셨다고 하심
 
OS NF 4회 
OU NA 6회
 
2주후 내원",,,,,,,,,,,,
"눈색깔 오른쪽눈이랑 비슷해진 것 같으심
활력 양호
 
OS flare ++
OD MPD++ no flare, 시력 반응 양호
IOP 20/8~10
 
OS SP 3~4회
OD Co 1회
 
8월초에 안동으로 보내실예정
2주후 포도막염, 안압 재체크",,,,,,,,,,,,
" 
 
STT OU 20 이상
IOP 25/20
 
OS SM 3회 금요일까지만 점안",,,,,,,,,,,,
"2주전부터 왼쪽눈동자가 빨갛게 보임
점점 심해지는 것 같음
아파하는 증상은 없음, 눈꼽 없음
 
STT 19/15
IOP 15/12
OD mature cataract, no flare, iris 정상, no hyperemia
OS mature cataract, no flare, moderate corneal edema, deep vascularization, moderate hyperemia, TEL elevation
 
OS SF 4회 Na 6회
 
2주 후 재진",,,,,,,,,,,,
"소변에서 크리스탈 발견 재작년쯤
현재 관리중
다른 기저질환 없음
눈이 예전부터 뿌옇게 보여서 내원하심
 
STT 12/9
IOP 16/17
OU incipient cataract(cortical) , nuclear sclerosis, no flare
OU MPD ++
 
TL OU 3~4회
양안 초기백내장",,,,,,,,,,,,
"저번주 토요일부터 노란눈꼽
어제 스마트ah 가셔서 안구건조증 소견 들으심
정확한 검사와 처방위해 본원 내원하심
 
STT 6/7
IOP 18/13
OU mild conjunctivitis, no flare, no cataract, yellow discharge
OS 각막중앙부 fibrosis, F stain 미약
OD F stain (-)
 
KCS 관리필요
 
OU AO 3~4회, IPo 1회",,,,,,,,,,,,
"이전 진료이후로 상태양호했음
베톱틱 하루 2회 꾸준히 점안중
 
IOP 16/15
OD incipient cataract(진행됨, 굵어짐), no flare
OS phthisis bulbi
 
OS 안압 오르는 추세
 
3개월 후 재진
OD Be 2회
 ",,,,,,,,,,,,
"충혈 개선
좋아진 것 같아요
 
IOP 15/10
OS flare + 이전보다 감소 OS > OD
OD flare +, 이전보다 감소
 
SP, NB 3회 양안
 
2주후 재진시 다시 염증 세포 증가하면 전안방수 천자 후 의뢰예정",,,,,,,,,,,,
"3일전 샤워 이후 눈 찡그림 시작
댁에 있는 안약 넣어주셨더니 좀 좋아지는 것 같았음
오늘 아침엔 눈 제대로 못뜨는 증상 갑자기 심해져서 내원
 
IOP 21/24
OD SCCED, F stain +, flare ++, miosis, moderate hyperemia
OS 정상
 
OD debridement + bandage lens 착용
 
OD AT, AV, TL 4회, MC 1회 + 내복약 
tramadol 3mg/kg SC once
 
일주일 후 재진",,,,,,,,,,,,
"SMo 잃어버리셔서 이주정도 못넣어주심
 
상태개선
 
2주동안 하루 2회 적용 후 D/C",,,,,,,,,,,,
"양안 눈꼽
왼쪽눈이 더 심함
예전부터 결막염 반복되는 증상 있으셨음
SARDs 3년전에 진단(충북대)
 
STT 15/16
IOP 17/16
OU PLR + dazzle - menace -
OD upper eyelid 첩모 2개, corneal fibrosis, corneal dystrophy, mild hyperemia
OS neovascularization, mild hyperemia, corneal fibrosis
 
OU NB, AO 3~4회
첩모 manual epilation
 
일주일 후 재진
 ",,,,,,,,,,,,
"왼쪽눈 상태가 안좋아보이셔서 내원
빨간점이 어제부터 생김
눈은 좀 뜨는데 반대쪽보다는 작게뜸
 
IOP 17/16
OS F stain + 각막 상피 80%이상 벗겨짐
cotton tip+diamond burr+Grid+lens 착용
 
2주전에 렌즈 빠진거라 비용 없이 이번에만 새걸로 착용해드림
 
AP, Acf 4~6회, TL 4회
 
2주후 재진",,,,,,,,,,,,
"며칠전부터 왼쪽눈 파랗게 보이는 증상
시력 문제 없음
이전에 안과 관련 진료받아보신 적 없음
 
STT 16/11
IOP 22/20
OS moderate corneal edema, hyperpigmentation, no flare, incipient cataract, corneal vascularization, mild hyperemia
OD incipient cataract, no flare, vitreous prolapse, iris remnants, no hyperemia
OU MPD ++, OS menace 반응 야간시 떨어짐
 
OS SM 3회 Na 4~6회",,,,,,,,,,,,
"TH 1개 추가
 
백내장 수술 하시고싶으심 -> 비추천",,,,,,,,,,,,
"7/9부터 타병원 입원
5일 입원하고 퇴원했음
현재는 상태양호
 
OD flare 미약, mydriasis(MC 점안하고 오심), fundus 정상
OS 정상
IOP 22/24
 
SP, NF, AC 2회
 
일주일 후 재진
다음재진시 이상 없으면 약 끊어볼 예정
재발가능성 설명드림",,,,,,,,,,,,
"상태양호
눈꼽, 불편감 현재는 없음
 
IOP 14/14
OU 정상, F stain (-), lens 정상
 
안초음파 권유드렸으나 이상시 다음에 하실 예정
 
OS AK, TL 하루 2회",,,,,,,,,,,,
"렌즈때문에 눈을 좀 불편해하는 것 같았음
눈을 비비려고함
 
IOP 18/22
OD flare 미약, F stain +, corneal fibrosis, mydriasis
OS 정상
 
AV, AT, TL 3회
내복약 남아있는 것 다 먹이실것
 
일주일 후 재진",,,,,,,,,,,,
"눈이 좋아진 것 같아요
좋아졌으면 시도포비어는 안하고 싶어요
 
IOP 8/18
OS F stain + 2주전 궤양있던 부분 다시 재발, flare ++ 저번주보다는 개선
OD F stain (-), flare ++
 
닭가슴살 원래주시던거 반으로 줄이셨음
후코이단 외 다른 간식은 안주고 있으심 ->줄이세요
 
OU AV, AP 4~5회, 인공눈물 자주, Ipo EOD
OS Co 2회
 
2주후 재진
 ",,,,,,,,,,,,
"보호자분 코로나 격리중이셔서 내원불가
그저께부터 눈상태악화
잘 못뜨는증상, 충혈도 심하게 됨 
 
OD AK 4회, MC, Co 2회 로 안약 변경
OS는 NB 2회 유지
 
 ",,,,,,,,,,,,
" 
술전안약
SM, NF, AO, M 4바퀴
MA 2회
 
very hard intumscent cataract (OU)
OU 12시방향 anterior capsule radial tear로 IOL 장착 불가
 
OD phaco time 6분대
OS 측정안됨, 대략 3분대 예상
 
술 후 오후 3시 안압 12/18 ",,,,,,,,,,,,
" 
STT 7/15
 
IO 2회 유지
 
3달후 재진",,,,,,,,,,,,
"흰점이 안없어지고 계속 있어서 내원하심
저알러지사료는 시도안해보심 두마리가 집에 있어서 최대한 일반사료로 해보시고 싶으심
 
OD no flare, phaco 후 상태양호, mineral deposit 이전과 유사
OS incipient cataract
 
OD NB 2회, TE 3회
 
한달 후 재진",,,,,,,,,,,,
"어제 오랜만에 산책도하고 목욕도했음
어제 밤부터 눈을 깜빡거리느 증상 시작, 긁으려고함
오늘 아침에 노란눈꼽
 
IOP 24/25
OD flare ++, F stain +, corneal ulcer 2 spot
OS  정상
 
OD AT, AK, TL 4~5회
내복약
 
일주일 후 재진
넥칼라필수",,,,,,,,,,,,
"오른쪽눈 증상 어제 오후부터 깜빡깜빡
아침에 눈꼽도 다량낌, 충혈 동반
일주일 전 미용하심
 
OD F stain + , halo sign, corneal edema 동반, flare ++, severe uveitis, miosis, 후안방관찰 불가능, moderate hyperemia, 
OS corneal mineral deposit, corneal edema, no hyperemia
 
OD SCCED, uveitis
 
cotton tip+burr+lens
 
OD AV, AT, TL 4~5회 / MC 1회
내복약
 
일주일 후 재진",,,,,,,,,,,,
"시술하시고 싶으심
오른쪽눈 계속 비비려고함
 
IOP 9/12
 
OD NB 3회 2주동안 
내복약 일주일, 구토설사 있을시 내복약 중단
 
2주후 재진",,,,,,,,,,,,
"상태양호
요즘 눈물이 좀 많이 나온 것 같으심
활력은 비슷
 
STT 18/15
IOP 30/3
OD hypermature cataract, no flare, no hyperemia
OS phthisis bulbi
 
오른쪽눈 안압상승, 녹내장약 추가
주사시술 생각하시고 있으심
 
OD ND 2회, Tr 2회, IO 2회
OS IO 2회
 
일주일 후 재진",,,,,,,,,,,,
"어제 본원에서 건강검진 
체력적으로 힘들어했음
오늘 아침에 양쪽눈 아예 못뜨는 증상
 
STT 6/14
IOP 17/18
OU moderate conjunctivitis, no flare, F stain (-)
 
OU SM 3회 IO 2회
증상 없어지면 SM 3일 더 점안하셨다가 끊으세요
OD 눈물량 부족해서 IO 2회로 변경
 
11월 직원장님 정기검진",,,,,,,,,,,,
"오른쪽눈 증상심해지고 분비물도 흘러나옴
안검 부종도 심해짐
내원불가하셔서 이번에만 퀵으로 보내드리기로(윤원장님과 상의완료)
 
OD AP 4회 NB 3회 MC, CO 2회
 
20년도에 췌장염 있었고 고령의 환자라 PDS는 우선 보류
NSAIDs 시도해보기로함, 소화기증상있을 수 있음 고지드림
 
보호자분 금요일까지 자가격리, 토요일 내원하셔서 진료받아보실예정",,,,,,,,,,,,
"잘지냈음
보호자분과 댁에서는 눈도 마주치고 잘 돌아다님(저번진료 이후로 한번도 부딪힌적 없음)
 
IOP 8/12
OU static
 
SP tapering 시작
시력감소 증상 있으면 연락 부탁드림
 
SP 2,0 (2주) -> 0,0 (2주)
Tr 3,3
NA 0,6
ND 0,2
IS 0,1
 ",,,,,,,,,,,,
"검강건진차 내원하심
 
STT 18/15
IOP 10/13
OU menace dazzle ++ , OS 홍채위축, OU PLR +
OU incipient cataract
normal fundus
 
OU Ka 2~3회
 
6개월~1년 간격 재진
 ",,,,,,,,,,,,
"눈물 많이 나는 증상
어릴때부터
수술한적 없음, 알러지 없음
 
OU clear cornea, mild hyperemia, no cataract
찌르는 cilia 없음
Jones test OS 55s, OD 1분 30초 이상
STT 16/20
IOP 20/17
F stain OU (-)
 
만들어지는 눈물량 자체는 정상이나 코눈물관 자체 배출에 문제가 있는 것으로 보임
현재 피부가 짖무르는 등의 증상은 없으므로 다음에 마취할 이벤트 있으면 코눈물관 flushing 한번 해보는것 추천드림
 
SM 3회/일주일동안만 양안 사용 후  D/C
 
 ",,,,,,,,,,,,
" 
OD sequestrum 발생(fibrosis 있던 부분), blepharospasm, F stain +, no flare
OS clear cornea, F stain (-), no flare
 
OD TR 추가 + lens 착용",,,,,,,,,,,,
"안약 넣으면 눈을 찡그려서 어제부터 점안 안하심
눈 상태 좋아보임 
 
IOP 21/24
OD SCCED, 면봉으로  debridement시 상피 벗겨짐
 
면봉+burr+lens 
 
2주후 재진
 
다음에도 재발시 grid 필요
 
AP, TL 4회",,,,,,,,,,,,
" 
IOP 9/24
OD no flare, hypermature cataract
OS immature cataract
maze +, OS MPD ++, menace 야간시 떨어짐
 
OD NB 3회 유지",,,,,,,,,,,,
"어머님은 왼쪽눈이 하얗게 변한지 이틀됐다고
따님은 예전부터 그랬다고 하심
 
STT 12(30s)/18
IOP 18/18
양안 corneal fibrosis, vitreous prolapse, 내안각 cilia, no cataract, no flare
 
얼굴 깨끗하게 삭모필요
 
중성화하실때 cilia 같이 제거하는 방법 있음
 
인공눈물 OU 3~4회
 ",,,,,,,,,,,,
"이음에서 SCCED 시술
burr까지 시술받고 렌즈끼움
왼쪽은 그저께 빠짐, 아이가 너무 아파해서 오진이 아닌가 싶어 내원하심
 
IOP 20/14
OU corneal edema
OS limbus 주변 deep vascularization, F stain + halo sign +, hyperemia(moderate)
OD corneal edema, hyperemia(moderate)
OU MPD ++
 
levofloxacin, ofloxacin, 인공눈물 하루 4회
 
오른쪽에있는 렌즈 왼쪽으로 옮김
 
2주후 재진",,,,,,,,,,,,
"SP, SM, AT, AV 6회
MC 2회
TH 4회, Ipo 2회
 
양안",,,,,,,,,,,,
"점심때 약먹고 다음날 아침에 구토
이후로 약 안먹이셨음
눈 상태 개선됐다고 느끼심 
 
IOP OU 26/23
OD no flare, F stain (-), corneal edema 약간
OS 정상
 
AK, TL 이번주 일요일까지 하루 2회 점안 후 D/C",,,,,,,,,,,,
"4일전부터 NF 1회로 쓰고 있으심
불편 증상 없었음
 
IOP 11/15
OS CED 이전과 유사, no flare
OD CED 이전보다 개선(주관적으로..)
 
NF OS 2회
OU Na 6회",,,,,,,,,,,,
"충혈, 눈꼽 없음
현재 안약 넣어주기 힘드신 상황
수술 보류
 
IOP 18/16
OS no flare, vitreous prolapse, mature cataract, menace -, PLR +, dazzle +
OD no flare, vitreous prolapse, no cataract
 
OS NB 2회 유지
 
3개월 후 재진",,,,,,,,,,,,
"충혈 많이 개선됨
아파하는 증상 없음
 
OS no flare, corneal edema 이전과 유사, vascularization 완화됨, 각막 6~8시 방향 점상 병변, F stain (-)
OD mature cataract, no flare, 미약한 각막부종, F stain (-)
 
OS SF 2회 Na 6회
 
2주후 재진",,,,,,,,,,,,
"OS 수술필요한 단계
종특성상 + OD 이미 RD 있음 -> 술 후 망막박리 가능성이 건강한 친구들 보다는 높은편
 
아이 혼자 케어하시고 있으시고 안약 넣으실 수 없는 상황이라 수술 결정은 미루시기로
 
OU NB 2회
 ",,,,,,,,,,,,
"상태 좋았음
안과 증상 없었음
 
IOP 19/15
 
Tr 끊어보기로
 
중성화 본원에서 하시고 싶으심
전화예약주시기로함
 
2주후 Tr 끊고 안압검사만",,,,,,,,,,,,
"왼쪽눈 가끔 충혈
흰자보이게 눈을 뜨고잠
오른쪽눈 특이사항 없었음
 
IOP 13/9
OD hypermature cataract, no flare
OS phthisis bulbi
 
OD ND 2회, Tr 2회, IO 2회
OS IO 2회
 
안약 사용하는게 부담없다고하심
오른쪽눈 안압 조절 잘되고 있어서 안약으로 계속 유지
 
한달 후 재진
 ",,,,,,,,,,,,
"어제 진료받고 댁에가서 오늘 아침까지 눈을 제대로못뜨는 증상
 
OU 결막부종
첩모제거한 자극때문에 염증 발생한 것으로 보임
 
OU SM 3~4회
 
일요일 재진
 ",,,,,,,,,,,,
"오늘 아침에 왼쪽눈 하안검 붓고 충혈, 눈꼽
1~2시간만에 가라앉았음
현재는 크게 증상 없음
 
STT 17/17
IOP 21/20
OS moderate hyperemia, chemosis, no flare, incipient cataract, F stain (-)
OD no hyperemia, incipient cataract, F stain (-)
 
치아문제와 연관되있다면 약 끊고 다시 재발할 확률 높음
 
OS SM 3~4회
 
이상시 내원",,,,,,,,,,,,
"S.
일년전부터 눈이 하얘지기 시작
2~3주전엔 더 심하게 하얘졌음
오늘 아침부터 통증반응, 노란눈꼽
나무쉼터 AH 내원하셔서 각막 천공소견 들으시고 내원하심
 
O.
OS menace, PLR, dazzle ++ OD PLR 확인불가 menace - dazzle -
IOP 44/13
OD F stain +, chemosis, corneal dystrophy 주변부로  stromal abscess, flare ++, chemosis
OS inicpient cataract, no flare, clear cornea
 
A.
OD 각막부종, 각막염, 각막궤양, 미네랄침착, 포도막염, 녹내장
 
 
안구 안쪽 구조물이 확인 불가능할 정도로 각막 상태 좋지 않습니다
보호자분께 마취전검사 후 적출 혹은 결막플랩 권해드렸으나 비용문제로 인해 전신 마취안하고 할 수 있는 방안 요구하셔서 국소마취후 안검플랩 진행하였습니다
해당 방법은 현재 아이 눈상태에 맞는 적절한 치료방법이 아니나 마취하지 않고 할 수 있는 시술중에 최선인 점 설명드렸습니다
 
Tx.
AV(비가목스), AT(오큐라신) 5~6회, Co(코솝) 3회
 
2주후 재진
 
2주안에 안검플랩 풀어지면 비용없이 해드리기로함",,,,,,,,,,,,
