id,species,category,disease_number,keywords,user_question,qa_list,created_at,version,service
74,dog,내과,72,복명음 (배에서 소리),강아지 배에서 꼬르륵 소리가 많이 나요. 강아지 배에서 복명음이 많이 나요,"{언제부터 관찰되었나요?,1. 3일미만 (1점)
2. 7일미만 (3점)
3. 한달이상 (5점),식욕이 줄어들었거나 평소보다 무기력 한가요?,1. 네 (5점)
2. 아니요 (3점)
3. 잘모르겠음 (4점),구토나 설사 증상이 있나요? ,1. 네 (5점)
2. 아니요 (3점)
3. 잘모르겠음 (4점),배가 많이 빵빵해졌거나 안절부절 못함, 다음(물을 많이 마심) 증상을 보이나요?,1. 네 (10점)
2. 아니요 (1점),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing}",2023-01-04 14:43:11.050948,1,chat
3,dog,피부과,1,페달반사(귀를 만지면 뒷다리로 긁음),강아지가 귓바퀴를 만지면 뒷다리로 긁으려 해요/귀 페달 반사가 있어요,"{언제부터 관찰되었나요?,1. 최근 2주이내 (5점)
2. 수주간 지속, 1년 이내 (3점)
3. 특정 나이부터 (1점)
4. 특정 계절마다 (3점)
5. 특정 이벤트 후 (1점),피부를 많이 가려워 하나요?,1. 피가날정도로 많이 가려워해요 (5점)
2. 조금씩 꾸준히 가려워해요 (3점)
3. 어쩌다 한번씩 긁어요 (1점),주기적인 외부기생충 예방을 진행하나요?,1. 네 (1점)
2. 아니요 (5점),귀, 배, 가슴, 다리, 팔꿈치, 비절(발꿈치)을 가려워 하나요?,1. 네 (5점)
2. 아니요 (1점),고개가 돌아가거나 귀에서 물이 찬듯한 종괴가 만져지나요?,1. 네 (3점)
2. 아니요 (1점),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing}",2023-01-04 14:43:11.050948,1,chat
4,dog,피부과,2,스쿠팅 (바닥에 엉덩이를 끄는 증상),강아지가 엉덩이를 끌고 다녀요/ 강아지가 똥꼬스키를 타요/ 강아지가 바닥에 엉덩이를 문지르고 다녀요/ 강아지가 스쿠팅을 해요,"{언제부터 관찰되었나요?,1. 최근 2주이내 (3점)
2. 수주간 지속, 1년 이내 (5점)
3. 특정 상황마다 (3점),항문낭을 주기적으로 짜주고 있나요?,1. 네 (5점)
2. 아니요 (3점),주기적인 구충제를 급여하고 있나요?,1. 네 (1점)
2. 아니요 (5점),항문주변이 부어올랐나요?,1. 네 (9점)
2. 아니요 (1점),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing}",2023-01-04 14:43:11.050948,1,chat
5,dog,안과&신경과,3,각막 부종 (눈이 전체적으로 푸른색),강아지 각막에 물이 찬것 같아요 / 강아지 눈이 파랗게 보여요 / 강아지 눈이 뿌옇게 보여요/ 눈이 하얗게 보여요,"{언제부터 관찰되었나요?,1. 7일 이내 (10점)
2. 오래 됐음 (3점),각막색이 변하기전 눈 질병을 관리 또는 치료 중이었나요?,1. 네 (7점)
2. 아니요 (10점),각막색이 변하기 전 눈이 빨갛거나 눈이 튀어나와 보였나요?,1. 네 (7점)
2. 아니요 (10점),현재 시력이 있는 것 같나요?,1. 네 (5점)
2. 아니요 (10점),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing}",2023-01-04 14:43:11.050948,1,chat
6,dog,피부과,4,전염성 소양감,같이 사는 다른 동물들도 심하게 가려워해요 / 같이 사는 다른 동물들도 유사한 병변이 있어요 ,"{가려워한지 얼마나 되었나요,1. 최근 3일 이내 (5점)
2. 최근 7일 이내 (3점)
3. 수주 됐음 (1점),피부를 많이 가려워 하나요?,1. 피가날정도로 많이 가려워해요 (5점)
2. 조금씩 꾸준히 가려워해요 (3점)
3. 어쩌다 한번씩 긁어요 (1점),주기적인 외부기생충 예방을 진행하나요?,1. 네 (1점)
2. 아니요 (5점),피부에 탈모부위가 존재하고 탈모부위가 원형인가요?,1. 원형 (5점)
2. 무정형 (5점)
3. 탈모 없음 (1점),귀를 털고 귓바퀴를 만지면 뒷다리로 긁으려 하나요?,1. 네 (3점)
2. 아니요 (1점),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing}",2023-01-04 14:43:11.050948,1,chat
7,dog,피부과,5,각질,강아지 몸에 비듬이 많아요/각질이 많아요,"{언제부터 비듬이 관찰되었나요?,1. 최근 2주이내 (5점)
2. 수주간 지속, 1년 이내 (3점)
3. 특정 나이부터 (1점)
4. 특정 계절마다 (3점)
5. 특정 이벤트 후 (1점),피부를 가려워 하나요?,1. 아니요 (1점)
2. 원래 가려운 정도 (3점)
3. 가려움이 심해짐 (5점),주기적인 외부기생충 예방을 진행하나요?,1. 네 (1점)
2. 아니요 (5점),둥근 국소적 탈모나 표피잔고리가 존재하나요?,1. 네 (3점)
2. 아니요 (1점),피부가 얇거나 전반적인 탈모가 존재하나요?,1. 네 (3점)
2. 아니요 (1점),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing}",2023-01-04 14:43:11.050948,1,chat
8,dog,피부과,6,거친 털 ,강아지 털이 거칠어요/ 강아지 털이 푸석푸석해요/털에 윤기가 없어요,"{언제부터 관찰되었나요?,1. 7일 이내 (1점)
2. 1주 초과 (3점),평소 관리중인 질병이나 만성 질환이 있나요?,1. 네 (3점)
2. 아니요 (5점),최근 구토 또는 설사 증상이 있나요? ,1. 네 (5점)
2. 아니요 (3점),평소 피부병이 잦았나요?,1. 네 (5점)
2. 아니요 (3점),마지막 건강검진이 1년 이내인가요?,1. 네 (3점)
2. 아니요 (5점),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing}",2023-01-04 14:43:11.050948,1,chat
10,dog,외과,8,검은 치아 ,강아지 치아에 검은 점이 있어요/강아지 이빨에 검은 점이 있어요,"{언제부터 관찰되었나요?,1. 최근 1달 이내 (3점)
2. 최근 1년 이내 (4점)
3. 오래 됐음 (5점),양측의 치아 모양이 다른가요?,1. 네 (5점)
2. 아니요 (3점)
3. 잘모르겠어요 (4점),치석이 다량 존재하거나 치아 뿌리가 관찰되나요?,1. 네 (5점)
2. 아니요 (3점)
3. 잘모르겠어요 (4점),치아에서 악취가 나거나 씹기를 불편해하나요?,1. 네 (3점)
2. 아니요 (1점)
3. 잘모르겠어요 (2점),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing}",2023-01-04 14:43:11.050948,1,chat
11,dog,안과&신경과,9,결막 부종 (눈이 부음),강아지 눈이 부어있어요 / 강아지 결막이 부어있어요,"{언제부터 관찰되었나요?,1. 7일 이내 (1점)
2. 1주 초과 (3점),눈에 누런 눈곱이 많이 끼나요?,1. 네 (3점)
2. 아니요 (1점),눈썹 털이 각막을 자극하고있거나 평소에도 눈물이 많이나는 편이었나요?,1. 네 (1점)
2. 아니요 (3점),기침이나 콧물을 보이나요?,1. 네 (5점)
2. 아니요 (3점),눈이 뿌옇고 심하게 충혈돼있거나 다른 전신적인 이상이 의심되나요?,1. 네 (5점)
2. 아니요 (3점),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing}",2023-01-04 14:43:11.050948,1,chat
12,dog,안과&신경과,10,눈 충혈,강아지 결막이 충혈돼 있어요. 강아지 눈이 빨개요. 강아지 눈이 충혈되어 있어요. ,"{언제부터 관찰되었나요?,1. 7일 이내 (1점)
2. 1주 초과 (3점),눈이 뿌옇거나 평소보다 돌출돼 보이나요?,1. 네 (10점)
2. 아니요 (3점),구토, 기침, 침울 등 다른 증상이 동반돼 있나요?,1. 네 (5점)
2. 아니요 (1점),눈썹 털이 각막을 자극하고있거나 평소에도 눈물이 많이나는 편이었나요?,1. 네 (1점)
2. 아니요 (3점),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing}",2023-01-04 14:43:11.050948,1,chat
14,dog,비뇨기과,12,고환 없음,강아지 고환이 없어요. 강아지가 잠복고환이에요. 강아지 고환이 안 내려와요.,"{언제부터 어떻게 발견했나요?,1. 1년령 이내, 우연히 (1점)
2. 1년령 이후, 특이증상 때문에 (3점),구토, 침울 등 다른 증상이 동반됐나요?,1. 네 (10점)
2. 아니요 (1점),복부나 서혜부(사타구니), 고환부위가 불룩한가요?,1. 네 (5점)
2. 아니요 (1점),병원에서 고환에 대한 상담을 진행해보았나요?,1. 네 (3점)
2. 아니요 (5점),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing}",2023-01-04 14:43:11.050948,1,chat
15,dog,비뇨기과,13,고환 비대,강아지 고환이 이상해요. 강아지 고환이 커졌어요. 강아지 양쪽 고환 크기가 달라요. ,"{언제부터 관찰되었나요?,1. 최근 1달 이내 (5점)
2. 최근 1년 이내 (6점)
3. 1년 이상(7점),발열, 침울 증상을 보이나요?,1. 네 (6점)
2. 아니요 (4점),호흡곤란, 실신 증상을 보이나요?,1. 네 (5점)
2. 아니요 (4점),다른 악성종양 진단이나 큰 종양이 존재하나요?,1. 네 (6점)
2. 아니요 (4점),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing}",2023-01-04 14:43:11.050948,1,chat
16,dog,외과,14,관절 부음,강아지 관절이 부어있어요/ 관절이 커졌어요,"{언제부터 관찰되었나요?,1. 1~2일 이내 (7점)
2. 3~7일 이내 (5점)
3. 1주 이상 (3점) ,육안상 출혈이나 피하출혈이 관찰되나요?,1. 네 (5점)
2. 아니요 (3점),다리를 절거나 관절에서 열감이 느껴지나요?,1. 네 (4점)
2. 아니요 (2점),구토, 침울, 혼수 등 전신적인 증상을 함께 보이나요?,1. 네 (5점)
2. 아니요 (3점),외상이력이나 통증호소를 하나요?,1. 네 (3점)
2. 아니요 (2점),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing}",2023-01-04 14:43:11.050948,1,chat
17,dog,내과,15,입 냄새,강아지 입냄새가 심해요/ 강아지 구취가 심해요,"{언제부터 관찰되었나요?,1. 최근 1달 이내 (3점)
2. 최근 1년 이내 (2점)
3. 1년 이상(1점),구토, 소변량 변화, 침울 등 특이증상을 보이나요?,1. 네 (5점)
2. 아니요 (2점),구강내 출혈이나 종괴가 관찰되나요?,1. 네 (8점)
2. 아니요 (2점),치석이 심하거나 부러진 치아, 치아뿌리가 관찰되나요?,1. 네 (4점)
2. 아니요 (2점),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing}",2023-01-04 14:43:11.050948,1,chat
19,dog,안과&신경과,17,비틀거림,강아지가 균형을 못잡아요. 강아지가 자꾸 넘어져요. 강아지가 비틀거려요. ,"{언제부터 관찰되었나요?,1. 24시간 이내 (10점)
2. 1주일 이내 (5점)
3. 1주일 초과 (3점),먹으면 안되는 물질 (카페인, 사람약, 과량의 심장사상충 구충제, 담배, 초콜릿 등)을 먹었을 가능성이 있나요?  ,1. 네 (15점)
2. 아니요 (5점),발작, 선회운동(제자리를 빙글빙글 도는 증상) 등 이상증상을 보인적이 있나요?,1. 네 (15점)
2. 아니요 (5점),귀병을 장기간 치료했거나 귀가 안좋나요?,1. 네 (5점)
2. 아니요 (0점),증상이 호전되고 있나요? ,1. 네 (0점)
2. 아니요 (5점),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing}",2023-01-04 14:43:11.050948,1,chat
20,dog,안과&신경과,18,근육 위축,강아지 근육이 없어졌어요. 강아지가 다리 힘이 없어졌어요. ,"{언제부터 근육량이 감소되었나요?,1. 최근 2주이내, 급격히 (3점)
2. 수주간에 걸쳐, 잘모르게 (2점)
,다리가 마비되었거나 절뚝거리나요? ,1. 네 (2점)
2. 아니요 (4점),관리중인 질병이나 먹는약이 있나요?,1. 네 (2점)
2. 아니요 (4점),피부가 얇아졌거나 다음다뇨 증상이 있나요?,1. 네 (4점)
2. 아니요 (2점),침울, 비틀거림, 신경증상 등 다른 특이증상이 있나요?,1. 네 (15점)
2. 아니요 (2점),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing}",2023-01-04 14:43:11.050948,1,chat
21,dog,안과&신경과,19,근육 강직,강아지 근육이 굳었어요. 강아지가 강직되었어요. 강아지가 뻣뻣해졌어요. ,"{언제부터 강직성 마비를 보이고 있나요?,1. 오늘부터, 아직도 지속중 (15점)
2. 오늘부터, 지금은 정상 (5점)
2. 잘모르겠음 (7점),먹고있는 약이 있거나 이물섭취가 의심되나요?,1. 네 (10점)
2. 아니요 (5점)
3. 잘모르겠음 (7점),외상성 충격을 관찰했거나 의심되나요?,1. 네 (10점)
2. 아니요 (5점)
3. 잘모르겠음(7점),발작, 의식변화가 관찰되나요?,1. 네 (10점)
2. 아니요 (3점),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing}",2023-01-04 14:43:11.050948,1,chat
22,dog,내과,20,기력 저하,강아지가 기력이 없어요. 강아지가 가만히 있어요. 강아지 활력이 없어요. 강아지가 안 움직여요.,"{언제부터 관찰되었나요?,1. 3일 이내 (5점)
2. 1주일 이내 (4점)
3. 1달 이내 (3점)
4. 1달 이상 (2점),기력이 어느 정도로 없나요? 전혀 움직이지 않고 있나요? 이전에 비해 약간 감소한 정도인가요? ,1. 전혀 움직이지 않아요. (15점)
2. 약간 감소했어요. (5점),식욕이 어떤가요? 이전과 비슷한가요? 맛있는 것만 먹나요? 아무것도 먹지 않나요? ,1. 증상이 나타나기 전과 비슷해요 (0점)
2. 맛있는 것만 먹어요 (15점)
3. 아무 것도 안먹어요 (25점) ,구토 또는 설사 증상이 있나요? ,1. 네 (10점)
2. 아니요 (0점),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing}",2023-01-04 14:43:11.050948,1,chat
23,dog,피부과,21,기름진 피부,강아지를 만지면 끈적해요 / 피부가 기름져요,"{언제부터 피부가 안좋았나요?,1. 최근 2주이내 (5점)
2. 수주간 지속, 1년 이내 (3점)
3. 특정 나이부터 (1점)
4. 특정 계절마다 (3점)
5. 특정 이벤트 후 (1점),몸이 기름지고 냄새가 많이 나나요?,1. 네 (5점)
2. 아니요 (1점),피부를 많이 가려워 하나요?,1. 피가날정도로 많이 가려워해요 (5점)
2. 조금씩 꾸준히 가려워해요 (3점)
3. 어쩌다 한번씩 긁어요 (1점),피부병이 계속 재발되거나 피부병을 지속적으로 관리하고 있나요?,1. 지속적 관리중 (5점)
2. 경미하게 재발 (3점)
3. 아니요 (1점),피부 처방식을 급여 중인가요?,1. 네 (3점)
2. 아니요 (1점),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing}",2023-01-04 14:43:11.050948,1,chat
26,dog,내과,24,농뇨,강아지 소변이 뿌옇게 보여요. 강아지 소변에 농이 섞여 나와요. 강아지 소변에 고름이 있어요. ,"{언제부터 관찰되었나요?,1. 최근 1주이내 (6점)
2. 수주간 지속중 (8점)
,물을 많이 마시거나 소변량 또는 횟수가 증가했나요?,1. 네 (5점)
2. 아니요 (3점),구토, 발열, 침울 증상이 있나요?,1. 네 (7점)
2. 아니요 (3점),소변이 아닌 생식기에서 나오는 삼출물로도 추정이 되나요?,1. 네 (5점)
2. 아니요 (3점),횡와, 저체온, 의식변화가 존재하나요?,1. 네 (10점)
2. 아니요 (1점),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing}",2023-01-04 14:43:11.050948,1,chat
27,dog,피부과,25,여드름,강아지 몸에 볼록한게 만져지고 여드름 같아요/ 강아지 얼굴에 여드름이 많아요 / 내부에 고름이 차있는 여드름 같아요,"{언제부터 관찰되었나요?,1. 최근 2주이내 (5점)
2. 수주간 지속, 1년 이내 (3점)
3. 특정 나이부터 (1점)
4. 특정 계절마다 (3점)
5. 특정 이벤트 후 (1점),피부를 가려워 하나요?,1. 아니요 (1점)
2. 원래 가려운 정도 (3점)
3. 가려움이 심해짐 (5점),원인모를 궤양성 상처부위가 존재하나요?,1. 네 (5점)
2. 아니요 (1점),병변(여드름)이 구강, 생식기, 발바닥 패드, 입주위, 생식기, 항문주변, 머리, 얼굴부위 에 많나요?,1. 네 (3점)
2. 아니요 (1점),피부 증상 외 다른 전신증상이 지속되나요?,1. 네 (5점)
2. 아니요 (1점),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing}",2023-01-04 14:43:11.050948,1,chat
28,dog,안과&신경과,26,노란 눈곱,화농성 눈곱이 자꾸 껴요/노란 눈곱이 껴요/고름 같은 눈곱이 껴요,"{언제부터 관찰되었나요?,1. 최근 14일이내 (5점)
2. 수주간 지속중 (10점)
3. 특정 계절마다 (3점),기침이나 재채기를 하나요?,1. 네 (5점)
2. 아니요 (1점),눈을 자주 비비고 가려워 하나요?,1. 네 (5점)
2. 아니요 (2점),눈에 움직이는 기생충이 보이나요?,1. 네 (3점)
2. 아니요 (1점),눈이 튀어나와 보이거나 뿌옇고 심하게 충혈돼있나요?,1. 네 (10점)
2. 아니요 (1점),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing}",2023-01-04 14:43:11.050948,1,chat
29,dog,안과&신경과,27,눈 이물질,강아지 눈에 지렁이가 있어요 /  강아지 눈에 뭔가 있어요/ 눈에 이물질이 있어요/ 눈에 이상한게 있어요/눈에 벌레가 있어요 ,"{언제부터 관찰되었나요?,1. 3일 이내 (3점)
2. 1주일 이내 (4점)
3. 1주일 초과 (5점),안구 이물이 스스로 움직이나요?,1. 네 (5점)
2. 아니요 (3점),눈이 충혈되고 눈곱이 자주 끼나요?,1. 네 (5점)
2. 아니요 (3점),각막의 색변화나 상처가 보이나요?,1. 네 (10점)
2. 아니요 (1점),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing}",2023-01-04 14:43:11.050948,1,chat
30,dog,안과&신경과,28,눈 통증,강아지가 눈을 긁어요 / 강아지가 눈이 아파보여요/ 강아지가 눈을 바닥에 비벼요,"{언제부터 관찰되었나요?,1. 3일 이내 (3점)
2. 1주일 이내 (4점)
3. 1달 이내 (5점)
4. 1달 이상 (6점),눈을 심하게 비비거나 불편해하나요?,1. 네 (8점)
2. 아니요 (2점),눈충혈이 오래됐고 눈곱이 많이 끼나요?,1. 네 (5점)
2. 아니요 (2점),눈이 돌출돼 보이거나 얼굴만지는것을 더 싫어하나요?,1. 네 (10점)
2. 아니요 (2점),얼굴신경의 마비나 특이 신경증상을 보이나요?,1. 네 (8점)
2. 아니요 (2점),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing}",2023-01-04 14:43:11.050948,1,chat
31,dog,안과&신경과,29,수정체 혼탁 (동공이 하얗게 보임),강아지 눈이 뿌옇게 보여요 / 강아지가 백내장이 의심돼요/ 강아지 눈이 하얘요,"{언제부터 관찰되었나요?,1. 3일 이내 (5점)
2. 1~2주 안팎 (4점)
3. 2주일 이상 (3점),동공 부위가 안개낀듯 뿌옇고 나이가 6살이상인가요?,1. 네 (3점)
2. 아니요 (5점),눈충혈이 오래됐고 눈곱이 많이 끼나요?,1. 네 (5점)
2. 아니요 (3점),음수량이나 식이량이 많이 증가했나요?,1. 네 (8점)
2. 아니요 (3점),눈이 돌출돼 보이거나 시력이 저하되는 느낌인가요?,1. 네 (15점)
2. 아니요 (2점),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing}",2023-01-04 14:43:11.050948,1,chat
32,dog,내과,30,다뇨,강아지가 소변을 많이 봐요. 강아지 소변색이 연해졌어요. 소변양이 많아졌어요,"{언제부터 관찰되었나요?,1. 3일 이내 (3점)
2. 1~2주 안팎 (4점)
3. 2주일 이상 (5점),먹고있는 약이 있거나 이물섭취가 의심되나요?,1. 네 (8점)
2. 아니요 (2점),평소보다 음수량과 식이량은 증가했나요?,1. 네 (5점)
2. 아니요 (3점),구토, 침울, 식욕저하, 소변색의 변화 증상을 보이나요?,1. 네 (10점)
2. 아니요 (3점),황달, 혈변, 저체온, 의식변화, 허약, 호흡곤란을 보이나요?,1. 네 (15점)
2. 아니요 (3점),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing}",2023-01-04 14:43:11.050948,1,chat
34,dog,피부과,32,다양한 피부 병변,강아지 피부가 너무 안좋아요 / 딱지랑 여러가지가 혼재해 있어요,"{언제부터 관찰되었나요?,1. 최근 2주이내 (5점)
2. 수주간 지속, 1년 이내 (3점)
3. 특정 나이부터 (1점)
4. 특정 계절마다 (3점)
5. 특정 이벤트 후 (1점),피부를 많이 가려워 하나요?,1. 피가날정도로 많이 가려워해요 (5점)
2. 조금씩 꾸준히 가려워해요 (3점)
3. 어쩌다 한번씩 긁어요 (1점),몸이 많이 기름지고 냄새가 나나요?,1. 네 (5점)
2. 아니요 (3점),피부병이 계속 재발되거나 피부병을 지속적으로 관리하고 있나요?,1. 지속적 관리중 (5점)
2. 경미하게 재발 (3점)
3. 아니요 (1점),병변의 분포가 어떠한가요?,1. 국소적 (3점)
2. 전신적 (4점),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing}",2023-01-04 14:43:11.050948,1,chat
35,dog,내과,33,다음,강아지가 체구에 비해 물을 많이 마셔요 / 강아지가 물을 많이 마셔요,"{언제부터 물을 많이 마셨나요?,1. 7일이내 (1점)
2. 1달 이내 (3점)
3. 1달 초과 (5점),하루에 물을 얼마나 많이 마시나요?,1. 100ml/kg 이상 (8점)
2. 예전보다 확실히 많이 (5점)
3. 50ml/kg 이하 (1점),생식기 삼출물, 구토, 설사, 기력저하 등 다른 특이증상이 존재하나요?,1. 네 (8점)
2. 아니요 (3점),최근 스트레스 받을 일(외부인 방문, 동물 입양 등) 이 있었나요?,1. 네 (1점)
2. 아니요 (3점),물을 여름철에 주로 많이 마시거나다른 질병 때문에 복용중인 약이 있나요?,1. 네 (1점)
2. 아니요 (3점),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing}",2023-01-04 14:43:11.050948,1,chat
36,dog,내과,34,변실금 (아무데나 배변),강아지가 배변을 아무데나 해요/ 강아지가 변실금이 있어요.,"{언제부터 관찰되었나요?,1. 3일 이내 (5점)
2. 1~2주 안팎 (4점)
3. 2주일 이상 (3점),후지가 마비됐거나 다리를 잘 못쓰나요?,1. 네 (16점)
2. 아니요 (3점),엉덩이를 가려워하거나 엉덩이 주변에 종괴(혹)가 관찰되나요?,1. 네 (5점)
2. 아니요 (3점),최근 외상이력이 있거나 지속적인 통증호소를 하거나 피부에 삼출물이 관찰되나요?,1. 네 (10점)
2. 아니요 (3점),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing}",2023-01-04 14:43:11.050948,1,chat
37,dog,외과,35,몸 안에 혹 (덩어리),강아지 몸에서 혹이 만져져요/ 강아지 몸에서 덩어리가 만져져요,"{언제부터 관찰되었나요?,1. 최근 발견 (1점)
2. 1달 이상 있었음 (3점)
3. 특정 이벤트 후 발견 (3점)
,크기 변화가 있나요?,1. 매일 급격히 커지는중 (5점)
2. 발견후 조금 커진느낌 이나 전반적으로 비슷 (3점)
3. 크기변화 없음 (1점),만졌을때 느낌이 어떠한가요?,1. 단단한 근육느낌 (3점)
2. 물찬듯한 느낌 (5점)
3. 물렁한 지방느낌 (1점),크기가 어떠한가요?,1. 3cm 이상 큰편 (5점)
2. 3cm 미만 중간크기 (3점)
3. 1cm 안팎의 작은크기 (1점),원인모를 피멍이나 다른 병발 질환/병변이 존재하나요?,1. 네 (5점)
2. 아니요 (1점)
3. 모르겠음 (3점),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing}",2023-01-04 14:43:11.050948,1,chat
38,dog,안과&신경과,36,양쪽 동공 크기 다름,강아지 동공 크기가 달라요 / 강아지 눈 크기가 양쪽이 달라보여요,"{언제부터 관찰되었나요?,1. 3일 이내 (7점)
2. 1~2주 안팎 (6점)
3. 2주일 이상 (5점),뱅글뱅글 돌거나 발작 등 특이 신경증상을 보인적이 있나요?,1. 네 (10점)
2. 아니요 (4점),눈이 충혈돼있거나 눈 주위를 만지려면 아파하나요?,1. 네 (7점)
2. 아니요 (4점),시력이 갑자기 저하돼 보이거나 육안상 큰 상처가 존재하나요?,1. 네 (10점)
2. 아니요 (4점),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing}",2023-01-04 14:43:11.050948,1,chat
39,dog,안과&신경과,37,허리 통증,강아지가 등을 아파해요. 강아지 등이 굽어있어요. 강아지가 잘 안 걸으려고 해요. 강아지가 허리를 아파해요,"{언제부터 관찰되었나요?,1. 1주 이내 (5점)
2. 1~2주 안팎 (4점)
3. 2주일 이상 (3점),지속적으로 심한 통증을 호소하고 있나요?,1. 네 (3점)
2. 아니요 (1점),침울, 발열, 구토가 관찰되나요?,1. 네 (5점)
2. 아니요 (1점),창백함, 비틀거림, 허탈, 신경증상을 보이나요?,1. 네 (10점)
2. 아니요 (3점),통증 후 다리가 마비됐거나 끌고 다니나요?,1. 네 (15점)
2. 아니요 (3점),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing}",2023-01-04 14:43:11.050948,1,chat
40,dog,내과,38,림프절 비대,강아지 체표 림프절이 커져 있어요/강아지 림프절이 커져있어요/강아지 목에 멍울이 잡혀요/ 강아지 몸에서 멍울이 잡혀요,"{언제부터 관찰되었나요?,1. 3일 이내 (3점)
2. 3일 이상 경과 (5점)
,만져지는 체표 림프절이 모두 커져 있나요?,1. 네 (5점)
2. 아니요 (1점),커진 림프절 주위로 염증이 의심되는 소견이 있나요?,1. 네 (3점)
2. 아니요 (5점),구토, 설사, 기력저하, 기침, 눈곱 등 다른 특이증상이 존재하나요?,1. 네 (5점)
2. 아니요 (1점),피부에 발적부위나 특이 병변이 존재하나요?,1. 네 (3점)
2. 아니요 (1점),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing}",2023-01-04 14:43:11.050948,1,chat
42,dog,안과&신경과,40,목 통증,강아지가 잘 안 걸으려고 해요. 강아지 등이 굽어있어요.  강아지가 가만히 있으려고 해요. 강아지가 목을 아파해요. ,"{언제부터 관찰되었나요?,1. 1주 이내 (5점)
2. 1~2주 안팎 (6점)
3. 2주일 이상 (7점),지속적으로 심한 통증을 호소하고 있나요?,1. 네 (5점)
2. 아니요 (3점),먹기를 거부하거나 씹는 행동을 불편해하나요?,1. 네 (5점)
2. 아니요 (3점),선회증상(제자리를 빙글빙글 도는 써클링 증상), 국소적인 근경련, 발작, 동공부동 (양쪽 동공 크기가 다름) 등 신경증상을 보이나요 ?,1. 네 (12점)
2. 아니요 (3점),다리가 마비됐거나 호흡이 가쁜가요?,1. 네 (12점)
2. 아니요 (3점),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing}",2023-01-04 14:43:11.050948,1,chat
43,dog,내과,41,몸 떨림,강아지가 몸을 떨어요. 강아지 근육이 계속 떨려요. 강아지가 추워보여요. ,"{언제부터 관찰되었나요?,1. 1주 이내 (3점)
2. 1~2주 안팎 (4점)
3. 2주일 이상 (5점),먹으면 안되는 물질 (카페인, 사람약, 과량의 심장사상충 구충제, 담배, 초콜릿 등)을 먹었을 가능성이 있나요?  ,1. 네 (8점)
2. 아니요 (1점)
3. 잘모르겠음 (3점),구토, 침울, 과다유연, 안절부절 못하는 증상을 보이나요?,1. 네 (8점)
2. 아니요 (3점),선회 (제자리를 빙글빙글 도는 써클링), 발작, 동공부동 (양쪽 동공 크기가 다름) 증상을 보이나요 ,1. 네 (15점)
2. 아니요 (3점),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing}",2023-01-04 14:43:11.050948,1,chat
